Geneid,mDC1,mDC2,IL7R+CCR7-DC,IL7R+CCR7+DC,IL7R-CCR7+DC
C14orf119,744,486,459,461,407
RP11-244E17.1,0,0,0,1,0
CEBPE,2,6,2,13,4
SLC7A8,0,9,83,71,38
RNF212B,3,13,12,8,2
HOMEZ,245,180,189,261,144
PPP1R3E,98,69,115,33,66
BCL2L2,289,299,290,255,309
BCL2L2-PABPN1,3186,3319,2446,2262,2203
PABPN1,5667,5808,4451,3977,4017
SLC22A17,4,12,86,4,8
AL049829.1,1,7,15,2,0
EFS,0,0,0,0,0
MYH6,9,18,8,6,8
MYH7,27,27,47,32,72
NGDN,418,392,467,163,436
ZFHX2,22,16,20,55,34
THTPA,217,216,175,87,199
AP1G2,2205,1897,1346,885,1249
JPH4,9,9,4,0,0
DHRS2,0,0,1,0,41
DHRS4,575,715,371,263,443
DHRS4L2,114,101,87,26,53
CARMIL3,6,5,0,2,6
CPNE6,0,0,0,1,0
NRL,324,271,211,160,139
PCK2,110,213,195,57,123
DCAF11,2044,1692,3152,1438,1333
RP11-468E2.6,95,141,158,82,65
FITM1,1,7,11,12,0
PSME1,16856,15197,12123,12697,9536
EMC9,194,131,109,111,132
PSME2,4631,4290,3068,4270,2331
RNF31,1203,954,849,643,821
RP11-468E2.4,1680,1463,1298,996,1282
IRF9,1312,1134,1019,826,1040
REC8,523,370,272,42,213
IPO4,578,363,433,207,355
RP11-468E2.2,581,377,430,209,350
TM9SF1,176,182,135,89,157
RP11-468E2.1,4176,4565,3467,3301,2605
TSSK4,104,96,76,80,81
CHMP4A,4363,4758,3788,3507,2810
MDP1,112,150,114,63,125
NEDD8-MDP1,2258,2352,1630,1095,1537
NEDD8,2191,2234,1543,1055,1431
GMPR2,867,644,569,363,505
TINF2,602,670,539,381,395
TGM1,35,34,12,3,10
RABGGTA,332,287,191,95,109
DHRS1,148,140,91,46,85
NOP9,1636,1526,957,458,940
CIDEB,1124,1198,836,347,754
LTB4R2,424,608,494,130,478
LTB4R,265,358,158,32,201
ADCY4,47,132,73,36,237
RP11-934B9.3,29,58,38,15,14
RIPK3,95,135,108,20,30
NFATC4,20,9,26,4,108
NYNRIN,16,11,58,3,335
CBLN3,137,100,105,247,140
KHNYN,1556,1371,1406,1797,1543
SDR39U1,434,352,398,417,412
CMA1,1,0,1,0,0
CTSG,0,0,4,32,10
GZMH,2,0,22,0,8
GZMB,711,155,1287,383,2135
STXBP6,0,4,2,5,13
NOVA1,0,2,0,4,3
FOXG1,0,0,0,0,0
PRKD1,0,6,12,0,24
G2E3,185,118,147,127,109
SCFD1,1127,774,882,726,564
COCH,9,8,34,30,23
STRN3,727,564,631,470,459
AP4S1,33,52,50,68,44
HECTD1,3900,2157,2597,1903,2067
HEATR5A,393,249,189,760,262
RP11-176H8.1,301,179,125,411,144
DTD2,163,108,82,20,47
NUBPL,191,95,93,12,57
ARHGAP5,2990,1119,1611,1014,1126
AKAP6,463,145,168,122,126
NPAS3,0,0,2,6,21
EGLN3,194,12,36,6,19
SPTSSA,344,349,247,178,150
EAPP,559,531,574,340,527
SNX6,1284,1178,1084,1178,866
CFL2,127,90,171,96,104
BAZ1A,16341,11065,10169,12281,8064
SRP54,1172,1043,1026,548,637
FAM177A1,1669,1481,2949,1666,1173
PPP2R3C,429,403,454,427,346
KIAA0391,666,619,588,331,541
RP11-561B11.2,2193,2260,1873,1128,1459
PSMA6,2324,2358,1843,1226,1469
NFKBIA,45838,42855,50188,67537,34795
INSM2,0,2,0,0,0
RALGAPA1,604,403,525,332,372
BRMS1L,274,234,219,252,303
MBIP,412,319,369,174,358
SLC25A21,0,0,4,0,4
MIPOL1,0,1,6,3,47
FOXA1,2,0,6,4,13
TTC6,0,0,0,0,0
SSTR1,0,0,0,0,2
CLEC14A,6,8,8,24,54
SEC23A,442,315,349,536,355
GEMIN2,98,82,54,32,48
TRAPPC6B,641,482,426,411,402
PNN,22414,15070,17552,10615,16115
RP11-407N17.3,1925,1430,1301,873,914
CTAGE5,2100,1528,1401,966,985
FBXO33,322,199,236,190,129
FSCB,0,0,0,0,0
C14orf28,57,63,108,49,70
KLHL28,170,48,176,139,104
FAM179B,292,128,240,278,207
PRPF39,1211,893,1252,888,927
FKBP3,1210,1348,1001,834,817
FANCM,157,65,138,144,114
MIS18BP1,8310,4834,4897,4788,3943
MDGA2,0,0,0,2,3
RPS29,750,924,716,436,583
LRR1,69,99,56,70,58
RPL36AL,6835,7007,7035,5301,4360
MGAT2,569,578,554,635,440
DNAAF2,418,248,500,233,390
POLE2,12,4,14,8,29
KLHDC1,106,49,77,54,82
KLHDC2,461,310,439,249,337
NEMF,5109,2774,3544,2881,3045
ARF6,7898,6618,4984,2677,3126
VCPKMT,132,103,97,63,91
SOS2,770,536,815,495,470
L2HGDH,61,38,40,11,30
ATP5S,110,118,83,61,120
CDKL1,7,8,23,10,49
MAP4K5,1626,897,934,670,943
ATL1,220,111,129,79,106
SAV1,127,106,127,118,115
NIN,13399,6851,7761,8657,6188
PYGL,64,189,113,39,43
ABHD12B,2,0,0,0,2
TRIM9,0,2,4,0,8
TMX1,738,482,409,433,295
FRMD6,4,2,4,4,10
GNG2,306,364,334,110,178
C14orf166,1064,1020,776,541,735
NID2,23,25,27,22,29
PTGDR,0,0,29,2,0
PTGER2,165,330,210,95,170
TXNDC16,143,144,211,189,105
GPR137C,1,0,14,0,4
ERO1A,1031,708,631,444,569
PSMC6,1639,944,939,725,1011
STYX,609,367,450,411,292
GNPNAT1,91,72,85,52,81
FERMT2,2,45,41,22,111
DDHD1,713,398,558,280,344
BMP4,5,4,2,2,8
CDKN3,18,17,28,6,13
CNIH1,228,164,169,153,121
GMFB,252,173,179,283,166
CGRRF1,96,78,141,47,105
SAMD4A,29,17,607,72,151
GCH1,127,79,139,78,46
WDHD1,92,52,115,24,77
SOCS4,817,540,622,460,437
MAPK1IP1L,640,501,507,434,496
LGALS3,102,256,279,600,228
DLGAP5,76,43,346,57,46
FBXO34,355,303,302,244,178
ATG14,911,846,716,500,651
KTN1,24115,12837,19166,12656,13292
PELI2,222,360,312,529,357
TMEM260,570,331,302,200,236
EXOC5,942,549,668,640,560
AP5M1,251,155,189,131,172
NAA30,308,244,235,221,236
SLC35F4,0,0,7,0,4
C14orf37,63,56,80,41,26
ACTR10,459,355,394,332,290
PSMA3,847,790,620,667,543
ARID4A,6969,3622,5815,8746,4555
TOMM20L,13,8,5,0,10
TIMM9,141,104,87,38,60
KIAA0586,357,232,291,213,215
DACT1,43,11,18,33,26
DAAM1,502,193,663,1616,970
GPR135,58,48,51,4,28
L3HYPDH,67,57,67,4,52
JKAMP,118,70,109,18,61
CCDC175,17,10,21,14,78
RTN1,74,455,126,207,294
PCNX4,664,381,845,339,395
DHRS7,1660,1278,1870,636,792
PPM1A,1324,1325,1384,1105,1065
C14orf39,9,12,5,3,8
SIX6,0,0,2,16,6
SIX1,0,5,3,4,6
SIX4,0,0,8,0,4
MNAT1,307,310,376,161,313
TRMT5,65,50,56,33,75
SLC38A6,20,10,25,9,22
PRKCH,782,1090,1309,433,783
TMEM30B,0,0,2,0,8
RP11-47I22.4,260,381,383,142,247
HIF1A,5611,5297,3334,2784,3057
SNAPC1,765,732,603,325,572
SYT16,0,0,2,0,0
KCNH5,0,0,0,0,0
RHOJ,1,3,0,70,161
PPP2R5E,714,577,586,490,467
WDR89,92,61,60,69,78
SGPP1,160,104,140,99,76
SYNE2,30,17,880,337,1119
ESR2,1,4,38,6,18
MTHFD1,1297,738,996,559,686
ZBTB25,239,210,389,170,145
AKAP5,2,0,70,10,6
ZBTB1,4379,2832,4616,2550,2804
HSPA2,108,84,93,155,82
PPP1R36,0,0,7,0,8
PLEKHG3,38,111,197,23,154
SPTB,0,2,108,50,74
CHURC1,636,587,475,396,501
CHURC1-FNTB,304,294,218,187,226
GPX2,20,8,6,0,8
RAB15,614,83,681,116,319
FNTB,92,54,61,18,43
MAX,1451,1614,1115,886,1085
FUT8,216,62,268,81,150
LINC00238,0,0,0,0,0
GPHN,71,115,70,104,102
FAM71D,2,1,4,0,0
MPP5,342,230,199,344,233
ATP6V1D,930,693,532,390,454
EIF2S1,1013,860,823,516,585
PLEK2,6,24,18,3,10
TMEM229B,294,108,102,107,114
PLEKHH1,67,58,21,82,69
PIGH,59,45,62,37,42
ARG2,114,101,52,66,93
VTI1B,1852,1742,1431,1388,1256
RP11-1012A1.4,815,783,651,633,536
RDH11,425,468,439,356,427
RDH12,2,0,4,0,2
ZFYVE26,558,205,327,239,269
RAD51B,32,25,52,10,27
ZFP36L1,4111,3215,4081,6624,3328
ACTN1,3351,2753,1347,1897,1422
DCAF5,2420,1958,1947,1479,1503
EXD2,125,100,104,68,98
GALNT16,0,0,2,0,6
ERH,660,586,407,221,408
SLC39A9,644,582,483,442,370
PLEKHD1,5,16,140,25,397
SUSD6,2696,1810,1191,478,976
SRSF5,21639,19667,19717,11762,16310
SLC10A1,44,41,38,37,28
SMOC1,21,6,40,210,234
SLC8A3,0,8,18,27,22
COX16,325,246,269,148,185
SYNJ2BP-COX16,379,286,308,183,214
SYNJ2BP,407,322,250,171,285
ADAM21,0,0,0,0,8
ADAM20,2,0,0,0,0
MED6,219,195,223,152,148
TTC9,86,189,204,292,112
MAP3K9,4,10,10,15,7
PCNX1,1775,1182,1637,1447,1153
SIPA1L1,5701,7196,3880,2764,3490
RGS6,0,2,16,12,11
DPF3,34,25,88,51,10
DCAF4,133,59,172,30,104
ZFYVE1,213,170,194,174,171
RBM25,31233,21802,26701,27134,22641
PSEN1,1852,2112,1231,1677,1279
PAPLN,52,52,93,313,122
NUMB,4412,4677,2288,1885,2080
HEATR4,56,20,32,54,53
C14orf169,109,32,73,122,101
ACOT1,24,15,16,29,14
ACOT2,46,27,63,8,49
ACOT4,0,4,0,0,0
ACOT6,5,0,0,0,2
DNAL1,91,49,74,86,78
PNMA1,560,98,256,393,248
ELMSAN1,2896,1746,1902,1902,2008
PTGR2,115,129,122,56,94
RP5-1021I20.4,387,390,389,224,378
ZNF410,385,348,385,214,336
FAM161B,104,88,114,68,77
COQ6,96,37,119,42,65
ENTPD5,157,93,119,82,160
BBOF1,89,32,91,22,71
ALDH6A1,46,27,19,24,15
LIN52,66,73,42,43,44
VSX2,0,0,0,2,0
ABCD4,753,742,822,427,792
SYNDIG1L,0,0,0,0,0
NPC2,1033,1191,775,703,683
ISCA2,57,70,38,26,53
LTBP2,19,16,33,28,23
AREL1,260,165,203,234,135
FCF1,189,188,148,83,121
YLPM1,7859,5445,4745,3649,4617
PROX2,12,3,9,1,12
DLST,1250,1160,1087,770,797
RPS6KL1,103,58,65,14,43
PGF,3,16,18,7,16
EIF2B2,239,238,176,148,196
MLH3,244,126,231,132,165
ACYP1,30,25,56,27,36
ZC2HC1C,7,1,8,6,21
NEK9,2057,1862,1168,715,1075
TMED10,1702,1639,1536,785,1097
FOS,66216,57938,47578,22140,32651
JDP2,1890,3961,1302,1909,2425
BATF,119,169,196,271,169
FLVCR2,525,711,365,140,248
TTLL5,556,575,463,274,447
C14orf1,48,24,34,20,16
IFT43,47,48,86,67,67
TGFB3,101,35,62,37,63
GPATCH2L,959,653,647,886,741
ESRRB,0,0,0,0,2
VASH1,13780,6489,4425,2004,3973
ANGEL1,271,117,137,63,211
LRRC74A,0,0,1,0,4
IRF2BPL,346,221,274,106,165
CIPC,71,93,52,53,49
RP11-463C8.4,8,9,9,13,12
TMEM63C,44,16,34,9,10
ZDHHC22,0,2,0,0,0
POMT2,151,100,100,30,77
GSTZ1,136,139,81,34,75
TMED8,707,609,445,311,364
SAMD15,41,27,13,2,26
NOXRED1,8,7,3,9,10
VIPAS39,444,393,327,339,340
AHSA1,3391,3330,2785,1548,1958
ISM2,0,0,4,18,2
SPTLC2,1308,2122,885,371,970
ALKBH1,72,57,27,63,48
SLIRP,938,1027,697,544,586
SNW1,4174,4348,2979,2263,2597
C14orf178,58,75,64,45,55
ADCK1,201,189,136,53,126
NRXN3,0,0,0,2,0
DIO2,2,2,1,9,0
CEP128,1349,938,731,797,674
TSHR,2,0,14,10,4
GTF2A1,562,611,524,548,469
STON2,69,123,25,6,101
SEL1L,1336,845,1103,754,565
FLRT2,0,4,6,15,26
GALC,292,172,379,191,141
GPR65,1150,449,704,221,342
KCNK10,7,0,14,14,86
SPATA7,41,44,51,25,52
PTPN21,0,8,8,10,34
ZC3H14,1017,836,890,540,690
EML5,133,62,117,73,119
TTC8,122,112,103,58,113
FOXN3,5431,5241,4306,3741,2743
EFCAB11,161,93,104,64,64
TDP1,431,396,358,195,189
KCNK13,11,36,32,13,28
PSMC1,2611,2734,2158,2027,1843
NRDE2,1113,941,806,626,764
CALM1,3344,3234,3281,2191,2349
TTC7B,57,61,66,110,100
RPS6KA5,194,147,274,164,122
C14orf159,1141,734,654,366,604
GPR68,26,3,283,16,14
CCDC88C,1934,834,3524,669,1709
PPP4R3A,7133,6139,5313,5687,4919
CATSPERB,0,0,3,2,0
TC2N,2,4,301,102,64
FBLN5,2,0,6,8,4
TRIP11,3291,1426,2289,1696,1683
ATXN3,1416,1322,907,733,888
AL049872.1,131,195,107,76,88
NDUFB1,489,525,391,216,262
CPSF2,760,662,581,514,355
SLC24A4,1979,302,451,422,379
RIN3,3299,3942,1671,920,1392
LGMN,1974,1458,1047,911,1018
GOLGA5,1023,910,973,787,833
CHGA,0,0,4,0,1
ITPK1,1945,2521,1093,478,1088
MOAP1,713,531,815,364,610
TMEM251,49,24,20,20,26
RP11-371E8.4,217,127,120,58,100
C14orf142,171,138,142,52,84
UBR7,520,442,441,183,309
BTBD7,604,444,621,638,457
UNC79,1,4,0,2,6
FAM181A,2,0,0,0,2
ASB2,255,55,53,10,42
OTUB2,11,15,6,7,12
DDX24,10552,8676,8621,6269,8184
IFI27L1,40,12,41,2,48
IFI27,4,6,10,58,390
IFI27L2,26,32,40,4,20
PPP4R4,2,2,0,10,0
SERPINA10,0,0,0,0,0
SERPINA1,877,3362,789,848,1212
SERPINA11,0,0,3,0,0
SERPINA9,0,0,1,0,0
SERPINA12,0,0,0,0,0
SERPINA5,2,0,4,86,380
SERPINA3,1,0,0,14,158
GSC,0,0,0,12,0
DICER1,1748,1241,1086,1292,1147
CLMN,135,64,197,95,120
SYNE3,1691,1814,964,759,876
GLRX5,186,129,113,79,149
TCL1B,0,0,2,0,1
TCL1A,0,0,8,11,11
TUNAR,0,0,0,0,0
C14orf132,0,0,0,3,6
BDKRB2,547,46,341,169,60
RP11-404P21.8,70,7,38,15,15
BDKRB1,0,0,2,1,0
ATG2B,588,310,471,292,381
GSKIP,40,35,50,28,42
AK7,15,12,10,12,59
PAPOLA,3837,3134,2952,2292,2346
VRK1,363,209,297,162,191
BCL11B,0,0,20,23,14
SETD3,1385,1791,1251,713,1010
CCNK,1990,1739,1211,1290,1233
CCDC85C,2272,1825,1440,1520,1527
HHIPL1,1,0,2,4,2
CYP46A1,8,2,40,8,119
EML1,4,2,7,5,6
EVL,4717,3208,4213,665,2186
DEGS2,27,19,21,4,18
YY1,2305,2113,1720,1704,1575
SLC25A29,666,374,348,958,487
SLC25A47,0,0,0,0,0
WARS,5235,3785,3060,4508,2686
WDR25,39,38,45,7,16
BEGAIN,16,0,8,2,39
DLK1,0,0,0,0,20
DIO3,0,0,2,0,0
PPP2R5C,1705,1407,1648,1506,1260
DYNC1H1,8846,4843,5275,6950,4180
HSP90AA1,145168,106597,117907,70805,77316
WDR20,259,206,219,210,221
MOK,10,12,31,15,75
ZNF839,335,247,241,200,219
CINP,249,160,161,103,162
TECPR2,327,370,397,223,286
ANKRD9,67,81,66,17,54
RCOR1,1222,1063,662,668,617
TRAF3,557,381,721,1449,517
AMN,59,45,45,47,67
CDC42BPB,3390,2206,1538,2719,1659
RP11-736N17.11,0,0,0,4,0
EXOC3L4,0,0,4,84,19
TNFAIP2,18959,11446,13297,43040,12086
EIF5,4360,3201,4796,3591,3670
MARK3,1589,1498,1221,974,1076
CKB,46,33,57,364,230
TRMT61A,31,18,24,34,10
BAG5,824,660,574,395,541
KLC1,3396,3066,2535,2980,2690
APOPT1,501,581,424,332,344
RP11-73M18.2,2713,2631,2094,2396,2067
XRCC3,292,209,223,160,258
ZFYVE21,81,92,98,162,170
PPP1R13B,87,85,65,52,228
C14orf2,613,624,383,224,256
TDRD9,0,0,8,14,4
KIF26A,0,2,0,10,24
INF2,2007,1527,1471,1647,1364
ADSSL1,40,58,58,12,32
SIVA1,229,202,348,231,325
AKT1,2783,2771,2114,1407,1786
ZBTB42,20,14,19,16,42
CEP170B,18,16,125,37,67
PLD4,396,332,298,66,351
AHNAK2,17,25,22,25,47
C14orf79,10,7,25,40,15
CDCA4,95,84,108,321,166
GPR132,851,612,1088,6093,1485
JAG2,2,6,26,20,0
NUDT14,11,12,25,5,1
BRF1,1096,897,919,669,817
BTBD6,190,229,272,285,177
PACS2,1161,876,658,586,844
TEX22,279,274,337,160,222
MTA1,1654,1323,1413,807,1033
CRIP2,2,6,4,21,157
CRIP1,747,904,544,2090,666
AL928654.7,686,845,496,2043,621
C14orf80,99,96,116,212,105
TMEM121,7,14,5,0,8
IGHA2,6,114,14911,235,632
IGHE,0,0,7,0,2
IGHG4,0,12,2494,11,31
IGHG2,24,133,20817,577,2543
IGHA1,26,370,46840,531,2264
IGHG1,66,1112,134920,2873,11120
IGHG3,4,60,6072,265,235
IGHD,2,0,119,14,625
IGHM,41,617,67919,233,3858
IGHJ6,2,36,4167,27,207
IGHJ5,3,23,2401,55,195
IGHJ4,1,48,6246,63,432
IGHJ3,3,18,1822,8,193
IGHJ2,0,5,569,44,78
IGHJ1,0,1,327,10,46
IGHD7-27,0,0,0,0,1
IGHD1-26,0,0,18,0,1
IGHD6-25,0,0,4,0,2
IGHD5-24,0,0,0,0,3
IGHD3-22,0,0,14,0,0
IGHD2-21,0,0,2,0,0
IGHD1-20,0,0,1,0,0
IGHD6-19,0,0,0,0,5
IGHD5-18,0,0,0,0,0
IGHD4-17,0,0,1,0,0
IGHD3-16,0,0,1,0,7
IGHD2-15,0,0,2,0,0
IGHD6-13,0,0,3,0,1
IGHD5-12,0,0,1,0,0
IGHD4-11,0,0,0,0,8
IGHD3-10,0,0,6,0,2
IGHD3-9,0,0,10,0,1
IGHD2-8,0,0,1,0,0
IGHD5-5,0,0,0,0,0
IGHD3-3,0,0,7,0,0
IGHD2-2,0,0,14,1,2
IGHD1-1,0,0,2,0,5
IGHV6-1,0,11,1243,4,79
IGHV1-2,9,43,6491,241,361
IGHV1-3,6,45,6464,20,111
IGHV4-4,0,15,1579,16,62
CH17-262H11.1,0,0,17,0,0
IGHV2-5,0,7,932,2,254
IGHV3-7,8,204,31743,701,2622
CH17-224D4.1,0,17,3342,4,34
CH17-224D4.2,0,8,874,118,64
IGHV3-11,4,32,3952,32,164
IGHV3-13,0,4,712,2,12
IGHV3-15,4,82,9307,3,307
IGHV3-16,0,0,28,5,7
IGHV1-18,6,147,17401,534,572
IGHV3-20,1,3,615,0,70
IGHV3-21,5,37,5734,16,65
IGHV3-23,14,169,25932,24,1802
IGHV1-24,0,8,2388,10,264
IGHV2-26,0,2,505,2,52
IGHV4-28,0,0,113,8,5
IGHV3-30,4,33,4732,57,285
IGHV4-31,0,1,182,3,3
IGHV3-33,4,54,8383,67,247
IGHV4-34,2,28,2964,13,361
IGHV3-35,0,0,71,0,6
IGHV3-38,0,3,72,0,12
IGHV4-39,2,51,6145,518,446
IGHV3-43,5,13,2771,1,25
IGHV1-45,0,0,4,0,2
IGHV1-46,0,43,4335,79,332
IGHV3-48,2,49,9343,132,709
IGHV3-49,4,33,4769,1,19
IGHV5-51,3,12,2316,234,256
IGHV3-53,2,63,8117,13,351
IGHV1-58,0,2,120,0,1
IGHV4-59,1,71,9291,318,427
IGHV4-61,1,49,3367,94,279
IGHV3-64,1,7,1278,3,21
IGHV3-66,2,20,4740,9,203
CH17-212P11.6,0,0,12,0,0
IGHV1-69,0,20,2003,18,23
IGHV2-70,0,0,147,0,1
CH17-212P11.5,0,0,37,0,0
IGHV1-69-2,0,16,2244,16,80
IGHV3-72,2,10,2166,2,48
IGHV3-73,0,4,834,89,5
IGHV3-74,6,69,9980,574,733
IGHV7-81,2,0,8,0,0
IGHV1OR15-9,0,0,4,0,0
IGHV3OR15-7,0,0,2,0,0
GOLGA6L6,2,0,0,3,0
RP11-294C11.2,0,2,43,5,0
POTEB,0,0,0,0,0
OR4M2,4,0,0,0,0
IGHV1OR15-1,0,0,12,2,6
GOLGA6L22,6,6,0,0,0
NIPA1,251,96,186,180,152
NIPA2,328,252,225,189,236
CYFIP1,798,922,524,585,653
TUBGCP5,135,73,91,63,102
GOLGA6L1,2,1,0,5,0
GOLGA8S,26,20,12,14,4
GOLGA6L2,6,4,2,0,0
MKRN3,4,0,0,8,2
AC126407.1,1,0,0,0,1
NDN,32,16,28,28,24
SNRPN,480,311,641,184,544
SNURF,439,286,592,172,507
RP11-701H24.9,289,189,428,132,360
AC124312.1,1,0,0,0,2
UBE3A,1905,1311,1522,1548,1121
ATP10A,169,66,767,70,368
GABRB3,0,0,0,0,0
GABRG3,0,0,0,0,6
OCA2,0,0,0,0,2
HERC2,2114,1295,1407,1101,1278
GOLGA8F,0,0,0,0,0
GOLGA8G,1,0,0,0,4
GOLGA8M,136,63,43,172,136
GOLGA6L7P,67,16,13,10,12
APBA2,0,0,72,37,52
NSMCE3,1077,825,910,406,576
TJP1,0,4,58,68,257
GOLGA8J,106,97,82,149,58
GOLGA8T,391,319,230,455,171
CHRFAM7A,103,80,62,147,32
GOLGA8R,1905,1590,1379,562,1019
GOLGA8Q,1502,1431,1187,576,894
GOLGA8H,1226,918,630,1516,696
ARHGAP11B,695,344,577,280,354
FAN1,898,441,377,416,496
MTMR10,1838,954,787,1057,805
TRPM1,0,0,0,0,0
KLF13,2044,1461,1874,2123,1553
OTUD7A,2,4,4,0,2
CHRNA7,8,0,2,26,18
GOLGA8K,302,271,188,426,140
GOLGA8O,2630,2542,2043,631,1284
GOLGA8N,2625,2362,2004,791,1431
ARHGAP11A,493,272,571,251,345
SCG5,0,0,2,3,2
GREM1,6,4,14,14,22
FMN1,535,1891,518,637,754
RYR3,55,32,62,58,114
AVEN,219,204,265,274,230
CHRM5,2,0,0,2,0
EMC7,424,363,280,165,231
PGBD4,40,44,58,34,44
KATNBL1,221,200,252,268,174
EMC4,797,720,693,292,380
SLC12A6,1043,1001,752,225,744
NOP10,40,106,45,22,26
NUTM1,2,0,0,0,0
LPCAT4,321,264,521,69,245
GOLGA8A,24073,10602,23495,8197,12625
GOLGA8B,11053,4963,10693,3930,5623
GJD2,0,0,2,0,4
ACTC1,105,92,82,153,133
AQR,1194,834,806,700,708
ZNF770,258,188,212,152,182
DPH6,42,28,30,20,18
C15orf41,34,27,32,8,28
MEIS2,0,19,4,42,169
TMCO5A,0,0,0,4,0
SPRED1,63,77,48,44,29
FAM98B,438,297,232,228,216
RASGRP1,22,1,51,42,32
THBS1,1345,9502,5951,2623,4137
FSIP1,6,31,10,10,10
GPR176,8,12,34,10,2
AC023908.1,1,0,14,2,0
EIF2AK4,5582,5311,2870,1668,2522
SRP14,17818,14832,14061,10125,11564
BMF,1049,922,777,966,1025
BUB1B,129,55,321,109,104
BUB1B-PAK6,26,1,13,5,4
PAK6,21,2,12,2,7
PLCB2,22644,22519,9663,1616,8422
C15orf52,160,153,180,24,128
PHGR1,5,1,3,1,0
DISP2,21,22,26,7,16
KNSTRN,252,267,319,114,169
IVD,518,482,355,133,379
BAHD1,318,260,222,237,268
CHST14,116,147,124,26,119
C15orf57,784,576,548,554,524
RPUSD2,52,14,26,4,44
CASC5,111,33,201,60,46
AC022405.1,0,0,1,0,0
RAD51,28,22,39,25,36
RMDN3,634,441,550,280,429
GCHFR,31,16,48,20,31
DNAJC17,1259,1187,892,540,760
C15orf62,31,41,33,16,25
ZFYVE19,1001,839,698,953,657
PPP1R14D,0,0,0,1,2
SPINT1,941,764,460,664,444
RHOV,32,6,24,72,42
VPS18,240,263,211,173,180
DLL4,2,14,14,16,179
CHAC1,2,0,6,2,8
INO80,1247,1073,917,880,819
CHP1,339,336,254,196,192
OIP5,4,8,13,10,6
NUSAP1,542,442,737,171,286
NDUFAF1,131,130,158,96,127
RTF1,3941,3108,2738,2074,2589
ITPKA,0,0,2,2,4
LTK,86,4,160,30,115
RPAP1,240,188,184,90,124
TYRO3,4,4,0,17,38
MGA,1688,1016,1161,863,912
MAPKBP1,544,353,377,312,434
AC073657.1,0,2,0,0,0
JMJD7,59,81,51,31,43
JMJD7-PLA2G4B,280,281,299,118,187
PLA2G4B,160,150,221,67,121
SPTBN5,80,70,92,109,119
EHD4,471,382,276,306,400
PLA2G4D,0,0,1,3,0
PLA2G4F,0,0,0,0,1
VPS39,1759,1453,1565,1617,1300
TMEM87A,490,522,551,441,450
GANC,1164,1084,589,492,530
CAPN3,974,781,434,349,467
ZNF106,4192,2641,1895,1408,1669
SNAP23,5821,5087,3437,3785,2868
LRRC57,149,228,128,288,175
HAUS2,156,170,99,102,157
STARD9,239,133,740,178,527
CDAN1,186,119,207,110,138
TTBK2,629,537,431,663,489
UBR1,537,457,506,307,332
EPB42,13,12,15,2,3
TMEM62,165,123,98,57,81
CCNDBP1,968,832,698,500,512
TGM5,10,0,0,0,2
LCMT2,23,38,34,12,33
ADAL,145,104,100,50,87
ZSCAN29,1721,1383,1170,590,987
TUBGCP4,575,450,352,181,291
TP53BP1,1524,1064,1465,919,1347
MAP1A,153,52,558,337,1941
PPIP5K1,395,232,273,235,256
CKMT1B,5,2,1,1,3
STRC,17,9,11,4,24
CATSPER2,208,131,155,182,189
CKMT1A,0,0,0,2,1
PDIA3,7552,6091,6867,6367,4942
ELL3,89,49,37,73,61
RP11-296A16.1,220,180,125,151,156
SERF2,8664,10028,7875,6428,5986
AC018512.1,0,1,0,0,0
SERINC4,535,484,393,270,365
HYPK,2740,2640,2026,1119,1563
MFAP1,2389,1968,1884,1431,1398
WDR76,68,60,66,13,78
FRMD5,7,0,2,0,6
CASC4,1533,1415,1458,1456,1113
CTDSPL2,1223,786,1026,736,718
EIF3J,2526,2401,1977,1222,1490
SPG11,2046,1457,1257,2169,1276
PATL2,190,79,173,396,192
B2M,25923,24768,24619,31570,20353
TRIM69,661,702,544,743,484
SORD,186,156,126,59,149
DUOX2,0,0,2,2,5
DUOXA1,0,1,0,0,5
DUOX1,16,19,22,49,39
SHF,61,44,38,46,71
SLC28A2,0,4,0,0,0
GATM,36,26,32,2,12
SPATA5L1,401,221,183,72,169
C15orf48,30,53,44,85,27
SLC30A4,51,36,40,28,34
BLOC1S6,2650,2010,1184,952,1215
RP11-96O20.4,981,1025,565,948,568
SQRDL,479,723,408,808,369
AC066615.1,0,0,1,0,0
SEMA6D,0,0,0,4,0
SLC24A5,43,9,23,16,36
MYEF2,4012,1886,2378,1997,2033
SLC12A1,3,0,0,2,8
DUT,951,642,669,297,461
FBN1,43,160,52,166,127
CEP152,1763,891,1212,640,737
SHC4,1,0,0,0,0
EID1,9259,9254,7050,7313,6682
SECISBP2L,1237,823,1223,1177,924
COPS2,1336,1118,1169,1019,830
GALK2,227,143,189,183,210
FAM227B,50,34,59,29,82
FGF7,2,52,2,0,14
DTWD1,133,91,166,95,173
ATP8B4,658,452,409,65,267
SLC27A2,4,0,45,18,12
HDC,3,0,0,0,44
GABPB1,1210,1030,1127,1151,812
USP8,4257,3275,2820,3020,2406
USP50,18,9,28,4,22
TRPM7,1117,690,932,1242,802
SPPL2A,278,189,257,654,281
AP4E1,380,336,323,223,283
TNFAIP8L3,7,11,31,224,151
CYP19A1,0,2,0,6,0
GLDN,82,121,144,459,116
DMXL2,4,20,163,384,266
SCG3,0,0,0,0,4
