"","Ctr_1","Ctr_2","Ctr_3","Ctr_4","Ctr_5","PAMP_1","PAMP_2","PAMP_3","PAMP_4","PAMP_5","PAMP_6"
"JUN",4215,1954,2011,2063,2144,4459,2695,4220,3036,3073,2855
"FGGY",0,6,0,11,2,53,70,55,23,46,35
"HOOK1",0,4,4,2,0,0,13,7,10,6,0
"TM2D1",309,187,198,146,256,212,195,112,60,135,197
"PATJ",2,22,31,0,30,10,2,13,0,7,6
"USP1",880,772,597,495,550,768,546,642,443,702,566
"DOCK7",98,172,72,112,39,153,107,201,114,229,144
"ATG4C",219,175,148,115,230,142,103,67,40,111,86
"ALG6",30,9,11,4,23,16,5,26,6,13,24
"ITGB3BP",114,50,18,47,94,16,34,46,21,31,39
"EFCAB7",5,6,0,17,17,9,43,10,4,10,17
"PGM1",27,20,15,12,38,82,110,76,48,80,74
"ROR1",62,61,136,69,105,278,318,406,115,200,135
"CACHD1",13,2,0,11,0,3,14,42,6,22,32
"RAVER2",7,9,9,15,8,51,0,24,22,0,11
"JAK1",1966,1721,1317,1465,1761,5570,3910,5066,2328,4497,4053
"AK4",239,148,226,155,252,132,122,218,95,92,73
"DNAJC6",894,179,572,137,567,6711,3584,5259,2789,3991,3914
"LEPROT",228,215,83,95,132,154,104,132,136,135,181
"LEPR",70,57,42,30,13,27,8,40,21,23,43
"PDE4B",1687,1001,990,1296,1630,7073,3867,5241,2607,3796,3821
"MIER1",1498,1011,991,848,1157,2715,1967,2592,1405,2114,1877
"SLC35D1",122,61,53,99,56,46,52,24,26,21,47
"IL12RB2",8,2,0,0,0,6,21,15,5,42,17
"SERBP1",9440,6379,5987,5807,6771,10288,7433,9317,5490,7327,7352
"GADD45A",3304,1995,1794,1450,1871,5143,3062,3808,2565,4009,3780
"LRRC40",121,55,58,90,94,210,141,273,136,152,108
"SRSF11",13018,7501,7352,6535,7921,14784,10907,13112,8077,11748,11288
"ANKRD13C",647,362,299,340,513,332,317,371,228,286,279
"HHLA3",7,0,14,7,6,47,16,16,6,15,3
"CTH",9,2,0,0,0,5,2,8,3,8,14
"PTGER3",96,11,110,23,24,840,320,1057,265,595,172
"ZRANB2",4146,2211,2353,2171,3147,5247,3673,4822,2525,3853,3564
"FPGT",18,53,24,60,15,39,17,25,17,25,12
"FPGT-TNNI3K",12,34,9,36,8,24,5,7,3,12,12
"CRYZ",54,48,38,25,46,114,59,108,53,71,98
"TYW3",365,303,285,255,423,522,309,517,251,284,321
"ACADM",658,475,358,281,362,353,308,303,269,328,329
"RABGGTB",1419,766,666,778,933,1015,660,835,573,694,687
"ST6GALNAC3",1,20,5,3,43,0,0,4,0,2,0
"PIGK",50,68,23,40,11,15,0,19,10,18,39
"ZZZ3",793,511,538,468,537,873,728,666,526,554,587
"USP33",1088,592,593,679,916,1590,1276,1561,754,1147,1171
"NEXN",139,75,20,33,37,282,347,374,678,1028,613
"FUBP1",4370,2979,2640,2626,2903,5895,4357,5539,3064,4601,4707
"DNAJB4",1881,925,804,877,1250,2976,1717,2313,1661,2043,1775
"IFI44L",77,20,12,20,2,11764,7861,9964,12215,20214,20783
"IFI44",207,30,21,92,25,9329,5987,7713,7722,11696,10545
"TTLL7",0,5,3,0,0,55,50,61,39,38,49
"PRKACB",67,58,105,76,100,51,80,46,6,33,31
"RPF1",974,557,459,610,625,584,451,442,338,416,387
"GNG5",251,123,146,175,110,249,291,288,137,244,259
"CTBS",86,87,66,100,122,115,158,142,37,119,108
"SSX2IP",126,94,50,79,87,85,37,130,28,120,78
"LPAR3",40,15,32,11,21,141,151,87,62,141,94
"MCOLN2",108,142,183,76,182,1902,942,1193,583,858,872
"MCOLN3",2,9,11,0,0,90,18,7,25,40,51
"C1orf52",287,214,223,191,234,404,257,297,160,283,227
"BCL10",195,92,103,113,59,150,49,131,57,82,128
"DDAH1",5,3,0,0,8,32,47,61,36,75,64
"ZNHIT6",1016,878,728,643,741,1202,758,1245,537,903,1139
"COL24A1",288,211,179,451,259,53,85,38,26,28,44
"ODF2L",45,48,36,21,65,278,348,319,169,285,277
"SH3GLB1",1120,771,643,715,848,1758,970,1307,799,1254,952
"HS2ST1",179,131,132,108,118,71,83,67,32,67,71
"LMO4",133,87,71,86,56,125,148,146,88,159,119
"PKN2",403,230,271,231,280,697,501,577,313,533,433
"GTF2B",1671,753,760,663,1139,1337,828,1043,739,824,955
"KYAT3",168,137,100,77,117,406,340,347,238,375,314
"RBMXL1",213,115,102,93,203,501,311,636,284,426,373
"GBP3",290,320,301,172,336,1468,957,1394,681,965,1062
"GBP1",1166,578,582,870,985,20475,12004,14856,7806,12025,10784
"GBP2",472,351,231,234,316,4942,2911,4075,2307,3793,3973
"GBP7",1,5,0,0,0,29,14,12,13,28,9
"GBP4",460,248,297,339,390,7294,4242,6260,3340,4332,3662
"GBP5",119,53,40,62,65,3027,1885,2533,1766,2097,1977
"GBP6",0,0,0,0,0,0,0,0,0,0,0
"LRRC8B",63,38,35,53,72,68,34,33,27,22,26
"LRRC8C",345,164,296,248,246,285,221,350,158,189,150
"LRRC8D",612,316,340,262,481,674,614,567,399,474,517
"ZNF326",2252,1394,1362,1172,1570,4172,3012,3704,2160,3068,3168
"ZNF644",845,374,386,444,602,1048,612,898,375,799,725
"CDC7",6,43,0,0,13,25,24,5,22,53,40
"SETSIP",7,9,1,12,6,13,12,0,2,8,8
"BTBD8",34,79,28,7,27,0,11,54,0,10,92
"GLMN",85,42,55,46,101,63,79,63,25,42,57
"RPAP2",445,229,290,247,233,432,354,487,260,353,343
"GFI1",9,0,10,8,10,17,42,17,2,6,32
"EVI5",445,262,377,242,289,123,51,110,44,78,65
"RPL5",13961,9403,8046,7834,9655,11973,9757,11224,7531,9528,9066
"MTF2",670,532,373,332,564,677,553,524,357,565,570
"TMED5",2193,1206,1430,1346,1357,3374,1908,3164,1822,2016,1993
"CCDC18",1411,784,863,1012,998,1589,894,1478,825,883,879
"DR1",414,210,198,160,224,167,160,190,100,165,215
"FNBP1L",54,57,24,31,34,287,247,228,242,249,213
"BCAR3",463,373,527,476,667,599,306,510,207,230,191
"DNTTIP2",11427,5890,5898,6016,9022,9406,5914,7699,4340,6250,5871
"GCLM",493,219,284,420,283,726,361,526,232,388,398
"ABCD3",223,287,94,120,187,79,47,46,28,72,103
"F3",47,21,59,33,33,189,58,79,63,37,49
"CNN3",55,4,13,56,34,6,15,14,4,0,15
"ALG14",71,237,234,129,146,36,35,101,54,32,0
"RWDD3",78,70,31,47,86,79,70,28,19,43,80
"PTBP2",25,11,10,26,23,80,30,86,20,57,42
"DPYD",164,166,147,130,111,71,46,48,36,35,57
"SNX7",5,7,0,0,0,6,7,20,7,32,10
"FRRS1",193,236,1,166,127,85,0,118,22,121,8
"AGL",108,152,73,106,125,90,61,123,88,75,44
"SLC35A3",164,258,106,127,114,311,144,214,298,218,155
"MFSD14A",453,265,273,281,271,705,399,594,339,499,415
"SASS6",219,258,141,277,158,463,419,380,265,358,338
"TRMT13",634,478,340,501,588,758,371,478,309,451,344
"LRRC39",85,40,28,42,74,61,75,60,42,54,60
"DBT",175,166,60,129,180,139,227,113,60,206,192
"RTCA",745,692,386,628,649,907,733,981,507,799,772
"CDC14A",52,68,22,54,63,256,135,154,110,169,157
"VCAM1",44,49,44,37,44,630,390,442,205,383,458
"EXTL2",3,3,0,8,4,17,1,28,4,13,8
"SLC30A7",107,115,114,169,85,455,184,291,123,204,226
"DPH5",78,32,32,85,73,661,759,599,306,447,394
"S1PR1",46,36,35,33,41,950,619,679,450,507,635
"RNPC3",299,155,192,151,141,293,282,269,162,267,246
"AMY2B",102,111,100,44,86,115,45,87,49,68,93
"PRMT6",53,31,62,35,67,55,106,97,13,55,59
"VAV3",248,196,200,173,167,13,5,18,5,6,16
"SLC25A24",247,187,175,196,267,562,407,436,253,339,316
"FAM102B",105,54,68,71,28,21,0,17,5,5,21
"HENMT1",79,54,73,29,106,48,50,129,26,75,44
"PRPF38B",7398,4653,4512,4109,4876,5288,4156,4472,2597,4036,4293
"STXBP3",646,555,354,368,469,878,573,787,451,666,841
"AKNAD1",0,0,5,4,3,0,1,0,2,3,4
"GPSM2",260,274,280,211,201,243,133,313,141,108,225
"CLCC1",865,613,590,640,735,1061,889,1059,593,795,672
"WDR47",437,181,158,102,249,471,192,425,207,481,366
"TAF13",427,476,270,276,290,444,277,288,189,302,473
"TMEM167B",246,266,231,127,262,254,176,322,188,191,189
"SORT1",71,80,57,115,86,136,49,120,41,85,41
"PSMA5",1812,1091,1161,1450,1563,3786,2850,3458,1600,2493,2297
"ATXN7L2",62,10,26,15,56,110,73,61,18,62,81
"CYB561D1",229,86,142,87,126,153,138,161,65,136,149
"GNAI3",1592,822,823,804,940,1527,982,1362,722,1036,1317
"GNAT2",10,4,4,3,9,1,3,0,4,0,3
"AMPD2",292,216,151,198,174,76,32,88,65,49,46
"GSTM4",62,47,54,49,80,123,92,149,45,80,91
"GSTM2",31,6,7,17,29,11,1,31,0,34,0
"GSTM1",28,10,35,6,26,34,12,52,8,39,20
"GSTM5",155,23,0,0,343,185,3,2,61,0,56
"GSTM3",1107,493,936,570,881,1128,542,780,444,451,510
"CSF1",5975,3716,5637,6382,6411,965,962,1112,459,436,516
"AHCYL1",5206,2979,3468,3380,3743,1193,711,919,435,679,796
"STRIP1",512,384,279,319,421,514,507,588,262,534,505
"ALX3",16,3,12,4,8,10,0,31,0,0,24
"KCNC4",38,8,8,12,31,14,9,25,15,8,8
"RBM15",320,184,173,209,150,211,111,118,100,110,139
"LAMTOR5",190,161,116,124,112,190,111,120,99,103,156
"KCNA3",15,5,2,2,4,59,54,58,34,56,52
"CD53",2395,1340,1244,1347,1624,448,329,419,206,361,379
"LRIF1",894,578,630,510,812,825,588,933,420,575,591
"DRAM2",147,107,84,90,60,62,34,95,45,41,85
"CEPT1",354,254,209,211,326,212,204,146,150,125,129
"DENND2D",84,21,125,50,77,50,40,53,15,21,26
"WDR77",37,23,24,38,17,44,73,63,26,41,59
"C1orf162",11,0,0,9,3,1,25,19,0,15,18
"RAP1A",1606,892,714,920,1031,972,755,994,594,761,844
"DDX20",121,146,66,127,82,220,155,244,148,212,173
"KCND3",8,0,0,0,0,482,291,304,83,73,735
"CTTNBP2NL",1959,1190,1137,973,1242,2457,1783,2176,1295,1921,1955
"WNT2B",463,300,384,301,413,621,345,454,205,342,330
"ST7L",268,183,129,153,209,142,154,154,74,151,153
"CAPZA1",3284,2110,2011,1856,2332,2474,1867,2344,1229,2050,1868
"MOV10",597,289,259,382,357,1851,1112,1635,848,1379,1249
"RHOC",4395,2384,2350,2479,3317,8035,5428,6359,3589,5706,5098
"SLC16A1",198,121,80,63,73,77,89,104,113,131,96
"LRIG2",95,70,38,70,119,156,53,146,67,73,88
"MAGI3",12,13,3,6,8,32,20,27,23,38,18
"PHTF1",333,205,118,113,191,137,87,141,98,136,163
"RSBN1",193,165,160,102,176,265,213,315,168,243,180
"PTPN22",104,24,106,99,94,4,5,23,0,0,9
"AP4B1",213,190,154,133,168,86,54,82,60,49,68
"DCLRE1B",126,36,85,81,149,69,49,77,11,43,34
"HIPK1",1075,705,636,645,678,1215,762,1110,665,895,836
"TRIM33",1405,920,719,806,905,1140,680,1061,530,899,965
"BCAS2",493,256,214,269,267,448,297,352,262,298,353
"NRAS",722,361,456,411,524,1115,753,862,577,666,603
"CSDE1",8387,5163,4781,4950,6065,6639,4169,5412,3236,4672,4136
"SIKE1",716,419,399,516,462,841,547,867,443,566,601
"VANGL1",25,0,9,19,14,22,8,10,0,10,12
"SLC22A15",10,18,159,23,22,0,8,7,0,0,4
"ATP1A1",3242,2393,2378,2250,2580,1226,748,889,602,700,661
"CD58",1017,882,479,642,894,627,667,748,566,570,579
"IGSF3",63,22,49,38,79,522,363,700,280,299,210
"CD2",0,5,7,8,0,146,102,35,55,48,37
"PTGFRN",34,84,128,39,39,51,27,56,21,30,26
"CD101",93,45,4,32,29,0,19,0,0,22,1
"TTF2",142,186,62,78,134,236,185,215,233,222,200
"MAN1A2",781,415,499,465,418,387,321,451,234,316,304
"GDAP2",232,146,199,147,104,196,47,195,60,61,173
"WDR3",360,304,246,282,268,336,180,302,123,269,227
"SPAG17",6,19,22,14,7,23,22,21,7,25,11
"WARS2",86,65,54,34,36,89,43,122,92,71,73
"ZNF697",625,356,229,311,435,110,65,55,61,56,82
"PHGDH",2180,1604,563,996,788,247,325,373,416,358,560
"NOTCH2",1730,1091,1122,1096,1376,2919,1883,2343,1232,1785,1993
"SEC22B",1223,839,780,747,962,1107,769,818,449,793,760
"NBPF26",2966,1756,1872,2060,2290,5606,3909,4970,2501,3646,3750
"FAM72B",39,31,0,0,7,37,32,4,15,95,63
"SRGAP2C",334,295,198,122,152,435,394,336,299,570,514
"NBPF15",330,156,202,213,244,591,345,487,258,269,395
"SRGAP2B",320,383,202,170,176,447,390,475,323,455,771
"FAM72D",42,12,16,22,4,45,19,14,19,23,30
"NBPF20",54,68,55,26,47,83,79,124,46,122,85
"GPR89A",186,47,26,46,114,148,47,90,51,132,103
"PDZK1",4,0,0,0,9,48,0,53,27,0,1
"CD160",0,7,9,3,34,45,20,24,13,10,7
"RNF115",1087,439,773,864,687,4497,2930,4303,2261,2301,2203
"POLR3C",874,594,512,478,692,2015,1252,1793,1057,1360,1407
"NUDT17",39,30,29,28,30,88,7,35,57,10,11
"PIAS3",174,51,96,43,93,315,211,258,186,209,223
"ITGA10",12,2,14,4,0,17,10,82,6,27,42
"PEX11B",43,57,68,78,22,163,86,40,68,47,42
"RBM8A",2924,1737,1604,1831,2439,2776,2043,2086,1181,1939,1806
"LIX1L",64,28,12,36,25,46,16,81,20,34,86
"POLR3GL",816,690,438,482,421,293,236,313,224,279,345
"TXNIP",1475,667,413,888,833,247,101,224,145,161,153
"NBPF10",1050,820,689,700,883,1781,1206,1686,968,1320,1124
"NBPF12",999,755,528,690,707,1494,1235,1444,809,1279,1280
"PRKAB2",252,118,96,125,216,527,206,468,160,329,396
"FMO5",35,15,24,42,28,29,51,43,17,31,18
"CHD1L",1077,834,549,624,743,562,401,558,397,451,473
"BCL9",19,0,22,1,1,48,0,42,6,3,26
"GPR89B",69,25,19,40,64,77,46,41,31,44,42
"NBPF11",248,147,154,147,242,405,394,507,199,381,309
"NBPF14",2947,1772,1696,1704,1959,4083,2847,3650,1974,3088,3009
"PDE4DIP",19745,12370,11066,12585,13154,25988,16214,19485,11037,17518,18464
"NBPF9",757,496,594,606,437,1464,660,875,458,750,798
"NBPF19",1323,731,971,784,1028,2473,1385,1916,873,1541,1377
"BOLA1",13,5,8,39,2,46,1,42,3,15,17
"SF3B4",416,206,190,219,289,520,350,315,174,340,421
"OTUD7B",353,272,323,280,278,104,49,93,44,59,44
"VPS45",368,276,298,315,281,148,198,103,50,83,187
"PLEKHO1",9037,5451,4487,4260,4958,4399,2536,3114,2260,2818,3743
"ANP32E",2329,1652,1359,1325,1306,2258,1940,2200,1432,1900,2159
"APH1A",275,237,136,223,211,249,124,203,130,176,150
"C1orf54",182,104,249,216,195,53,57,41,15,23,16
"CIART",28,1,0,22,25,2,2,0,0,0,4
"MRPS21",350,251,254,154,267,224,271,223,118,257,217
"PRPF3",1834,1140,1032,1106,1373,5393,3300,4160,2635,3567,3191
"RPRD2",539,308,289,257,249,193,156,195,134,221,148
"TARS2",315,262,196,177,192,274,236,330,200,275,256
"ECM1",30,20,18,10,13,22,0,1,12,7,1
"ADAMTSL4",107,92,44,88,121,111,132,92,75,90,82
"MCL1",6139,3299,3369,3383,3441,6293,4064,5205,2841,4641,4782
"ENSA",1673,1063,976,1026,1166,1284,873,1147,617,946,936
"GOLPH3L",187,138,141,114,148,404,181,298,211,183,221
"HORMAD1",27,10,0,12,0,11,0,0,15,3,0
"CTSS",2588,1818,1569,1583,1993,4454,2850,3773,1935,3105,3407
"CTSK",33,41,26,35,33,33,28,10,6,13,39
"ARNT",859,626,491,475,470,552,303,495,287,407,502
"SETDB1",740,400,424,401,468,887,510,761,465,644,501
"CERS2",629,421,216,315,331,582,342,602,431,514,539
"ANXA9",29,7,18,103,104,9,7,48,6,0,0
"PRUNE1",57,28,14,27,13,64,17,32,26,68,36
"BNIPL",0,13,0,7,13,12,0,15,0,4,16
"C1orf56",137,57,92,58,111,111,97,106,61,74,72
"CDC42SE1",1851,1160,1242,1095,1312,2665,1790,1996,1314,1659,1662
"MLLT11",22,42,46,0,0,138,35,5,59,38,107
"GABPB2",479,255,301,269,348,390,266,380,176,252,298
"TNFAIP8L2",255,220,224,218,208,12,8,15,4,3,8
"SCNM1",683,456,303,382,620,351,327,235,168,320,240
"LYSMD1",81,26,23,54,34,41,25,23,19,20,27
"TMOD4",55,16,11,18,31,32,38,14,37,24,12
"VPS72",1392,771,865,698,1048,1818,1333,1402,898,1153,1236
"PIP5K1A",755,326,264,305,373,784,446,654,481,473,754
"PSMD4",3588,2825,2279,2498,2411,4739,3207,3912,2237,3464,3624
"ZNF687",179,84,128,164,132,286,256,249,134,142,193
"PI4KB",1234,798,885,895,985,1479,1066,1611,612,1111,1071
"RFX5",1490,1201,1118,1201,1673,4666,3358,4394,2227,2865,2923
"PSMB4",346,277,245,188,275,400,305,260,219,311,213
"POGZ",957,464,466,497,486,916,686,760,498,601,838
"CGN",490,298,411,339,537,783,592,944,395,432,464
"TUFT1",46,12,32,7,38,127,36,44,51,39,34
"SNX27",408,256,290,319,360,578,352,570,226,334,396
"MRPL9",316,249,245,182,288,497,260,431,233,333,268
"OAZ3",118,93,78,66,110,181,103,171,90,119,123
"TDRKH",237,233,158,181,350,278,307,282,153,191,240
"THEM4",47,11,38,20,65,74,59,46,32,25,28
"S100A10",1694,849,631,500,643,3818,2909,3538,2851,4281,3656
"S100A11",5774,3113,2339,2779,3352,9779,6566,8138,5132,8331,8020
"TCHH",1811,812,907,1045,737,178,153,214,109,166,166
"S100A9",511,304,201,259,416,8795,3873,4979,2891,5645,5851
"S100A12",141,12,0,0,0,1083,1270,765,286,2490,2754
"S100A8",0,7,0,0,0,16,15,5,9,0,78
"S100A6",803,619,170,180,222,594,404,505,589,877,840
"S100A4",40,21,5,6,9,27,13,8,9,29,37
"S100A3",0,0,0,0,0,31,0,43,31,5,12
"S100A2",5,0,0,0,0,13,5,21,22,9,9
"S100A14",5,8,3,0,0,7,34,24,19,48,126
"S100A13",82,115,38,55,21,29,34,59,64,44,71
"S100A1",5,8,10,4,6,9,8,6,2,5,10
"CHTOP",890,774,480,559,836,1285,689,988,690,769,843
"SNAPIN",119,135,103,35,141,91,68,33,38,59,78
"ILF2",2018,1136,1060,1270,1631,2817,1666,2343,1224,1689,1856
"NPR1",65,43,51,23,30,198,77,193,105,137,159
"INTS3",1040,883,881,706,782,1879,1509,1944,992,1355,1576
"SLC27A3",397,291,280,266,278,122,108,179,92,76,133
"GATAD2B",668,483,327,354,317,478,344,518,314,503,482
"DENND4B",345,234,199,233,287,194,115,134,82,129,103
"CRTC2",233,197,143,193,159,530,299,410,272,325,330
"SLC39A1",532,466,403,370,349,1065,912,1100,552,1014,903
"CREB3L4",10,0,1,1,19,26,20,0,0,7,12
"JTB",370,321,186,273,324,342,139,204,96,257,206
"RAB13",2798,2030,1232,1184,1227,1769,1414,1429,1356,1776,2222
"RPS27",3540,2298,2027,2202,2506,2155,1768,2125,1192,1902,1546
"TPM3",47474,30711,29172,28759,32723,74792,47999,61014,35551,52771,49355
"C1orf43",998,797,537,660,839,1008,780,825,531,706,835
"UBAP2L",8040,5212,4582,4375,4742,7288,4853,6560,4125,5492,5731
"HAX1",1206,980,696,643,795,1313,992,1321,909,1005,1259
"ATP8B2",244,96,103,118,75,448,259,416,283,325,377
"IL6R",6534,3500,3828,3822,4146,7812,5340,7727,3423,5782,6302
"SHE",31,10,10,13,24,4,3,13,6,0,10
"UBE2Q1",2637,1461,1604,1450,1535,2970,1919,2244,1358,2157,1918
"CHRNB2",0,0,2,0,0,56,0,34,13,1,15
"ADAR",3653,2394,2263,2079,2450,14082,9890,12450,7589,10337,9975
"KCNN3",14,6,12,22,59,25,64,97,37,22,22
"PMVK",210,199,93,95,107,57,72,52,35,125,77
"PBXIP1",871,636,427,454,620,1435,1320,1493,900,1232,1590
"PYGO2",104,111,89,55,117,179,139,131,101,123,108
"SHC1",638,359,295,456,443,532,567,604,397,438,419
"CKS1B",20,5,7,7,4,15,11,55,4,24,47
"FLAD1",529,488,333,355,253,386,282,466,278,421,347
"ZBTB7B",1027,601,398,630,647,214,234,224,133,245,200
"ADAM15",60,133,96,87,58,67,22,15,4,28,55
"EFNA4",23,3,28,0,0,9,4,95,16,40,42
"SLC50A1",243,121,154,219,188,398,384,442,220,224,284
"DPM3",32,15,5,24,16,5,22,16,20,9,9
"KRTCAP2",81,33,52,22,87,150,38,153,38,64,119
"MUC1",18,13,0,0,0,83,58,77,50,75,67
"THBS3",26,23,41,13,32,39,59,123,18,39,76
"MTX1",217,152,126,142,127,181,150,266,168,148,150
"GBA",1251,898,396,687,553,337,168,392,218,297,425
"FAM189B",3,5,0,0,22,75,3,6,6,20,17
"SCAMP3",257,144,117,124,241,154,201,151,90,118,188
"CLK2",1614,970,815,872,1180,1418,1184,1363,758,1154,1210
"HCN3",7,0,0,3,0,12,0,21,27,12,2
"FDPS",1360,754,779,920,912,1276,971,1315,587,947,1017
"RUSC1",21,15,5,21,24,63,15,77,17,36,57
"ASH1L",2334,1458,1241,1536,1645,2007,1526,1728,1000,1495,1483
"MSTO1",142,139,90,192,219,169,208,253,110,118,138
"YY1AP1",1212,721,515,697,770,1391,1012,1012,765,1095,964
"DAP3",1922,1159,876,1119,1273,2275,1500,2007,1155,1771,1767
"GON4L",3458,2595,1977,1927,2039,2718,1930,2565,1561,2448,2313
"SYT11",544,274,426,208,308,165,40,86,56,37,99
"RIT1",4816,2441,2433,3328,3955,5296,3179,3736,2302,2621,3053
"RXFP4",3,17,3,12,27,32,11,16,14,6,11
"ARHGEF2",6158,3399,3585,4406,4434,6557,4379,6030,3084,4184,4270
"SSR2",515,350,382,407,420,718,405,483,323,352,333
"UBQLN4",655,473,402,371,397,341,323,336,264,277,300
"LAMTOR2",367,266,144,201,238,138,66,81,82,80,110
"LMNA",4740,2634,2199,2676,2604,815,619,684,455,629,720
"SEMA4A",539,397,423,450,432,97,74,83,26,67,61
"SLC25A44",965,475,254,365,609,459,171,346,214,294,423
"PMF1-BGLAP",539,374,209,231,217,249,192,155,194,192,307
"PMF1",578,409,231,236,239,260,205,161,191,199,339
"PAQR6",42,22,18,9,0,24,0,0,12,1,4
"SMG5",1521,853,756,659,776,1184,895,970,671,971,1118
"TMEM79",47,111,73,0,59,6,10,43,13,26,36
"GLMP",38,60,20,46,43,18,15,16,6,13,23
"CCT3",3784,2724,1800,2024,2467,4361,2579,3435,2574,3380,3013
"MEF2D",1335,702,453,577,813,397,211,274,196,311,319
"IQGAP3",11,29,21,55,8,0,2,2,0,0,0
"NAXE",436,432,255,152,242,238,166,184,171,290,315
"GPATCH4",3048,2288,2049,1628,2196,2769,2392,2681,1515,2372,2464
"NES",180,213,140,175,95,190,85,219,67,170,190
"CRABP2",0,8,52,70,22,3,4,7,0,2,0
"ISG20L2",436,295,194,269,337,248,165,331,164,168,264
"MRPL24",323,337,157,242,287,145,115,193,82,196,126
"HDGF",7479,4265,3966,3753,4219,10946,6878,9283,5378,8096,8959
"PRCC",533,291,366,271,356,693,472,777,374,451,564
"ARHGEF11",187,105,114,64,97,1488,1146,1504,895,1338,1345
"ETV3L",36,3,1,20,46,962,918,1121,376,532,624
"ETV3",5722,3382,3691,4531,4712,23113,14451,19265,9361,13380,13673
"FCRL4",0,0,2,431,4,322,78,0,7,93,1
"FCRL3",70,0,66,3,4,42,0,21,14,1,8
"CD1D",41,21,21,38,29,50,23,31,14,26,30
"CD1A",24,30,11,23,34,0,0,0,0,0,0
"CD1C",157,146,251,191,199,20,22,15,1,5,8
"CD1B",27,31,27,16,61,4,0,0,0,0,0
"CD1E",58,66,51,162,365,0,4,7,0,0,3
"SPTA1",1471,998,1100,783,1185,2190,1280,2159,1197,1283,1449
"MNDA",195,97,100,69,134,1320,1254,1216,782,1253,1083
"PYHIN1",0,0,0,7,57,52,0,0,0,10,0
"IFI16",1115,916,571,701,597,3221,2544,2839,2059,2970,2799
"AIM2",63,18,19,100,71,2063,1141,1361,699,721,1019
"SLAMF8",435,493,157,235,165,0,0,5,0,10,4
"CFAP45",17,21,4,0,21,50,3,44,35,41,49
"TAGLN2",384,205,259,184,291,1780,1234,1972,983,1309,1208
"PIGM",28,41,16,18,19,5,7,15,9,3,24
"IGSF8",81,46,22,45,95,941,262,715,349,561,483
"CASQ1",9,17,7,25,23,28,8,31,14,7,12
"PEA15",4864,3135,2862,3072,3207,6979,4649,5876,3313,5299,4738
"DCAF8",2203,1658,1517,1380,1648,2817,1866,2645,1439,1861,2192
"PEX19",376,238,279,226,272,404,231,270,180,241,202
"COPA",2091,1342,1436,1307,1667,2460,1566,2099,1111,1590,1538
"NCSTN",684,425,347,336,521,701,350,439,367,417,365
"SLAMF6",1,6,12,37,32,4,10,5,0,0,3
"CD84",473,464,1599,2054,1985,460,447,504,78,168,210
"SLAMF1",33,0,14,10,58,902,623,812,80,651,445
"CD48",775,436,464,684,755,2042,1041,1557,704,1115,949
"SLAMF7",7624,4767,5337,5705,6657,43401,26082,34860,18851,23847,22369
"LY9",119,68,55,128,111,19,3,13,4,6,6
"CD244",72,43,11,45,91,8,9,0,0,7,2
"F11R",486,410,302,357,333,194,87,132,75,94,161
"TSTD1",37,62,32,37,33,6,4,13,0,11,14
"USF1",1018,802,425,576,595,178,184,182,112,236,219
"ARHGAP30",17334,12830,7938,7584,7554,2072,2072,2203,1501,2961,2980
"NECTIN4",14,7,14,9,25,46,34,18,4,20,27
"PFDN2",2415,1744,1295,1462,1948,2116,1266,1622,983,1465,1445
"NIT1",341,245,140,210,230,261,167,138,158,139,194
"DEDD",263,243,109,141,219,239,206,197,152,217,245
"UFC1",236,149,102,112,167,205,132,133,116,137,151
"USP21",42,58,66,64,40,41,53,92,26,20,66
"PPOX",20,30,29,42,9,8,16,30,4,11,19
"B4GALT3",51,72,40,16,54,34,15,21,24,20,30
"ADAMTS4",16,7,0,0,0,638,303,559,276,579,569
"NDUFS2",1698,1443,1123,1289,1272,2283,1498,2226,973,1804,1850
"FCER1G",268,278,247,180,304,907,686,899,383,757,644
"TOMM40L",65,58,18,44,62,62,70,39,38,53,63
"NR1I3",54,53,0,15,11,0,11,4,21,23,3
"MPZ",15,15,5,1,20,0,6,0,2,1,3
"SDHC",151,173,112,76,158,142,57,119,58,71,143
"CFAP126",39,96,62,18,71,61,26,47,47,26,36
"FCGR2A",249,114,236,137,174,146,57,86,54,60,51
"HSPA6",373,215,357,260,400,657,241,438,125,213,337
"FCGR2C",42,57,40,71,44,8,3,25,0,16,9
"FCGR2B",467,436,4,249,343,0,19,0,0,12,4
"FCRLA",41,59,28,32,62,0,0,0,0,0,0
"FCRLB",115,142,154,68,101,0,0,0,0,0,0
"DUSP12",58,60,53,29,52,64,37,29,39,26,37
"ATF6",656,554,307,492,454,469,294,519,251,399,445
"NOS1AP",19,11,14,13,48,5,7,0,0,0,5
"C1orf226",12,10,16,10,74,0,7,5,0,0,3
"UHMK1",1290,871,832,822,1001,656,514,583,358,456,444
"UAP1",128,136,117,92,166,332,204,310,168,169,221
"DDR2",42,14,20,20,0,6,31,58,28,68,18
"HSD17B7",227,71,83,77,179,244,214,206,104,231,172
"RGS5",11,29,8,11,42,7,19,19,7,25,5
"NUF2",4,4,4,4,9,4,4,16,5,0,7
"MGST3",50,56,43,33,29,44,49,77,23,59,75
"ALDH9A1",236,220,94,220,250,72,104,97,51,80,86
"TMCO1",1495,951,999,997,1071,1091,823,900,486,722,787
